requested_pairs,scored_pairs,excluded_pairs,coverage,mean_accuracy,sd_accuracy,se_accuracy,mean_fmr,sd_fmr,se_fmr,mean_fnmr,sd_fnmr,se_fnmr,false_matches,false_nonmatches,condition,family,level,delta_accuracy_pp,delta_fmr_pp,delta_fnmr_pp,reused_probe_embeddings,elapsed_seconds
6000,5999,1,0.9998333333333334,0.9916661101836393,0.005931189184065177,0.0018756067055001626,0.004333333333333333,0.0031622776601683794,0.001,0.0123355629877369,0.010308650196818082,0.0032598814223888184,13,37,original,control,0.0,0.0,0.0,0.0,0,0.084
6000,5999,1,0.9998333333333334,0.9911658319421257,0.005775560049212156,0.0018263924518584585,0.004333333333333333,0.0038650060290946857,0.0012222222222222222,0.013336677814938682,0.010182290588146577,0.0032199230056238664,13,40,blur_sigma_1,blur,1.0,-0.050027824151355205,0.0,0.1001114827201782,0,59.773
6000,5999,1,0.9998333333333334,0.9891655537006121,0.005891683067503789,0.001863113774515954,0.004333333333333333,0.002744242007828549,0.0008678055195451839,0.01733779264214047,0.009911214128052834,0.0031342011022286696,13,52,blur_sigma_2,blur,2.0,-0.2500556483027161,0.0,0.5002229654403569,0,62.099
6000,5999,1,0.9998333333333334,0.9781638842515303,0.0059003228880141565,0.001865845925654734,0.005333333333333334,0.004216370213557839,0.001333333333333333,0.038344481605351165,0.009711942009456563,0.0030711857253355288,16,115,blur_sigma_3,blur,3.0,-1.3502225932108924,0.10000000000000009,2.6008918617614265,0,62.018
6000,5999,1,0.9998333333333334,0.9921663884251531,0.005502178260716428,0.0017399415396127669,0.0036666666666666666,0.003314763086705844,0.001048220125784067,0.012001114827201783,0.009961817150577887,0.0031502031829954667,11,36,brightness_0.75,brightness,0.75,0.05002782415138851,-0.06666666666666665,-0.03344481605351175,0,58.4
6000,5999,1,0.9998333333333334,0.9919997217584864,0.004956206817423795,0.0015672902097913486,0.003333333333333333,0.0022222222222222222,0.0007027283689263065,0.012667781493868449,0.009786692966586642,0.003094824053516394,10,38,brightness_0.5,brightness,0.5,0.03336115748471258,-0.1,0.03322185061315486,0,58.233
6000,5999,1,0.9998333333333334,0.9856647189760712,0.005281072867580269,0.0016700218750870445,0.004333333333333333,0.0035311663515712674,0.00111665284679121,0.02434002229654404,0.01066019412992403,0.003371049375011685,13,73,brightness_0.25,brightness,0.25,-0.6001391207568041,0.0,1.2004459308807138,0,57.504
